"ISP (UTC)","Area","+Imbalance Price (EUR/MWh)","+Scarcity (EUR/MWh)","+Incentive (EUR/MWh)","+Financial Neutrality (EUR/MWh)","-Imbalance Price (EUR/MWh)","-Scarcity (EUR/MWh)","-Incentive (EUR/MWh)","-Financial Neutrality (EUR/MWh)","Status","Total Imbalance (MWh)","Total Imbalance - Difference (MWh)","Total Imbalance - Situation","Total Imbalance - Status"
"24/12/2024 04:00 - 24/12/2024 05:00","SCA|DK2","80.60"," "," "," ","80.60"," "," "," "," ","216.40"," ","Deficit","Final"
"24/12/2024 05:00 - 24/12/2024 06:00","SCA|DK2","85.07"," "," "," ","85.07"," "," "," "," ","265.20"," ","Deficit","Final"
"24/12/2024 06:00 - 24/12/2024 07:00","SCA|DK2","100.84"," "," "," ","100.84"," "," "," "," ","392.00"," ","Deficit","Final"
"24/12/2024 07:00 - 24/12/2024 08:00","SCA|DK2","115.09"," "," "," ","115.09"," "," "," "," ","319.10"," ","Deficit","Final"
"24/12/2024 08:00 - 24/12/2024 09:00","SCA|DK2","120.95"," "," "," ","120.95"," "," "," "," ","93.00"," ","Deficit","Final"
"24/12/2024 09:00 - 24/12/2024 10:00","SCA|DK2","120.00"," "," "," ","120.00"," "," "," "," ","173.10"," ","Deficit","Final"
"24/12/2024 10:00 - 24/12/2024 11:00","SCA|DK2","118.16"," "," "," ","118.16"," "," "," "," ","190.70"," ","Deficit","Final"
"24/12/2024 11:00 - 24/12/2024 12:00","SCA|DK2","160.89"," "," "," ","160.89"," "," "," "," ","70.10"," ","Deficit","Final"
"24/12/2024 12:00 - 24/12/2024 13:00","SCA|DK2","115.38"," "," "," ","115.38"," "," "," "," ","121.40"," ","Deficit","Final"
"24/12/2024 13:00 - 24/12/2024 14:00","SCA|DK2","117.98"," "," "," ","117.98"," "," "," "," ","140.20"," ","Deficit","Final"
"24/12/2024 14:00 - 24/12/2024 15:00","SCA|DK2","119.50"," "," "," ","119.50"," "," "," "," ","58.40"," ","Deficit","Final"
"24/12/2024 15:00 - 24/12/2024 16:00","SCA|DK2","438.43"," "," "," ","438.43"," "," "," "," ","12.40"," ","Surplus","Final"
"24/12/2024 16:00 - 24/12/2024 17:00","SCA|DK2","83.49"," "," "," ","83.49"," "," "," "," ","60.60"," ","Deficit","Final"
"24/12/2024 17:00 - 24/12/2024 18:00","SCA|DK2","26.81"," "," "," ","26.81"," "," "," "," ","109.10"," ","Deficit","Final"
"24/12/2024 18:00 - 24/12/2024 19:00","SCA|DK2","26.81"," "," "," ","26.81"," "," "," "," ","216.90"," ","Deficit","Final"
"24/12/2024 19:00 - 24/12/2024 20:00","SCA|DK2","55.26"," "," "," ","55.26"," "," "," "," ","71.90"," ","Deficit","Final"
"24/12/2024 20:00 - 24/12/2024 21:00","SCA|DK2","94.63"," "," "," ","94.63"," "," "," "," ","73.70"," ","Deficit","Final"
"24/12/2024 21:00 - 24/12/2024 22:00","SCA|DK2","90.04"," "," "," ","90.04"," "," "," "," ","179.50"," ","Deficit","Final"
"24/12/2024 22:00 - 24/12/2024 23:00","SCA|DK2","24.00"," "," "," ","24.00"," "," "," "," ","110.90"," ","Deficit","Final"
"24/12/2024 23:00 - 25/12/2024 00:00","SCA|DK2","22.00"," "," "," ","22.00"," "," "," "," ","8.90"," ","Surplus","Final"
"25/12/2024 00:00 - 25/12/2024 01:00","SCA|DK2","58.17"," "," "," ","58.17"," "," "," "," ","26.30"," ","Deficit","Final"
"25/12/2024 01:00 - 25/12/2024 02:00","SCA|DK2","85.07"," "," "," ","85.07"," "," "," "," ","126.40"," ","Deficit","Final"
"25/12/2024 02:00 - 25/12/2024 03:00","SCA|DK2","68.61"," "," "," ","68.61"," "," "," "," ","75.90"," ","Deficit","Final"
"25/12/2024 03:00 - 25/12/2024 04:00","SCA|DK2","147.48"," "," "," ","147.48"," "," "," "," ","38.90"," ","Deficit","Final"
"25/12/2024 04:00 - 25/12/2024 05:00","SCA|DK2","124.55"," "," "," ","124.55"," "," "," "," ","70.80"," ","Deficit","Final"
"25/12/2024 05:00 - 25/12/2024 06:00","SCA|DK2","62.27"," "," "," ","62.27"," "," "," "," ","141.00"," ","Deficit","Final"
"25/12/2024 06:00 - 25/12/2024 07:00","SCA|DK2","33.51"," "," "," ","33.51"," "," "," "," ","174.10"," ","Deficit","Final"
"25/12/2024 07:00 - 25/12/2024 08:00","SCA|DK2","120.83"," "," "," ","120.83"," "," "," "," ","161.10"," ","Deficit","Final"
"25/12/2024 08:00 - 25/12/2024 09:00","SCA|DK2","99.22"," "," "," ","99.22"," "," "," "," ","102.70"," ","Deficit","Final"
"25/12/2024 09:00 - 25/12/2024 10:00","SCA|DK2","53.23"," "," "," ","53.23"," "," "," "," ","143.20"," ","Deficit","Final"
"25/12/2024 10:00 - 25/12/2024 11:00","SCA|DK2","154.99"," "," "," ","154.99"," "," "," "," ","35.00"," ","Deficit","Final"
"25/12/2024 11:00 - 25/12/2024 12:00","SCA|DK2","160.85"," "," "," ","160.85"," "," "," "," ","139.50"," ","Deficit","Final"
"25/12/2024 12:00 - 25/12/2024 13:00","SCA|DK2","91.01"," "," "," ","91.01"," "," "," "," ","167.00"," ","Deficit","Final"
"25/12/2024 13:00 - 25/12/2024 14:00","SCA|DK2","99.16"," "," "," ","99.16"," "," "," "," ","231.20"," ","Deficit","Final"
"25/12/2024 14:00 - 25/12/2024 15:00","SCA|DK2","69.03"," "," "," ","69.03"," "," "," "," ","46.10"," ","Deficit","Final"
"25/12/2024 15:00 - 25/12/2024 16:00","SCA|DK2","151.39"," "," "," ","151.39"," "," "," "," ","9.20"," ","Surplus","Final"
"25/12/2024 16:00 - 25/12/2024 17:00","SCA|DK2","143.80"," "," "," ","143.80"," "," "," "," ","195.10"," ","Deficit","Final"
"25/12/2024 17:00 - 25/12/2024 18:00","SCA|DK2","41.49"," "," "," ","41.49"," "," "," "," ","53.30"," ","Deficit","Final"
"25/12/2024 18:00 - 25/12/2024 19:00","SCA|DK2","72.06"," "," "," ","72.06"," "," "," "," ","110.10"," ","Deficit","Final"
"25/12/2024 19:00 - 25/12/2024 20:00","SCA|DK2","118.30"," "," "," ","118.30"," "," "," "," ","7.50"," ","Surplus","Final"
"25/12/2024 20:00 - 25/12/2024 21:00","SCA|DK2","134.07"," "," "," ","134.07"," "," "," "," ","51.00"," ","Surplus","Final"
"25/12/2024 21:00 - 25/12/2024 22:00","SCA|DK2","114.07"," "," "," ","114.07"," "," "," "," ","76.30"," ","Deficit","Final"
"25/12/2024 22:00 - 25/12/2024 23:00","SCA|DK2","140.74"," "," "," ","140.74"," "," "," "," ","51.60"," ","Deficit","Final"
"25/12/2024 23:00 - 26/12/2024 00:00","SCA|DK2","102.17"," "," "," ","102.17"," "," "," "," ","75.40"," ","Surplus","Final"
"26/12/2024 00:00 - 26/12/2024 01:00","SCA|DK2","95.06"," "," "," ","95.06"," "," "," "," ","4.30"," ","Deficit","Final"
"26/12/2024 01:00 - 26/12/2024 02:00","SCA|DK2","140.75"," "," "," ","140.75"," "," "," "," ","126.10"," ","Deficit","Final"
"26/12/2024 02:00 - 26/12/2024 03:00","SCA|DK2","70.01"," "," "," ","70.01"," "," "," "," ","52.10"," ","Deficit","Final"
"26/12/2024 03:00 - 26/12/2024 04:00","SCA|DK2","90.87"," "," "," ","90.87"," "," "," "," ","69.20"," ","Deficit","Final"
"26/12/2024 04:00 - 26/12/2024 05:00","SCA|DK2","95.10"," "," "," ","95.10"," "," "," "," ","10.00"," ","Deficit","Final"
"26/12/2024 05:00 - 26/12/2024 06:00","SCA|DK2","66.69"," "," "," ","66.69"," "," "," "," ","45.10"," ","Deficit","Final"
"26/12/2024 06:00 - 26/12/2024 07:00","SCA|DK2","112.61"," "," "," ","112.61"," "," "," "," ","30.80"," ","Deficit","Final"
"26/12/2024 07:00 - 26/12/2024 08:00","SCA|DK2","137.95"," "," "," ","137.95"," "," "," "," ","31.90"," ","Surplus","Final"
"26/12/2024 08:00 - 26/12/2024 09:00","SCA|DK2","147.48"," "," "," ","147.48"," "," "," "," ","15.20"," ","Deficit","Final"
"26/12/2024 09:00 - 26/12/2024 10:00","SCA|DK2","69.04"," "," "," ","69.04"," "," "," "," ","59.50"," ","Deficit","Final"
"26/12/2024 10:00 - 26/12/2024 11:00","SCA|DK2","134.07"," "," "," ","134.07"," "," "," "," ","14.30"," ","Surplus","Final"
"26/12/2024 11:00 - 26/12/2024 12:00","SCA|DK2","154.99"," "," "," ","154.99"," "," "," "," ","18.90"," ","Surplus","Final"
"26/12/2024 12:00 - 26/12/2024 13:00","SCA|DK2","103.90"," "," "," ","103.90"," "," "," "," ","107.90"," ","Deficit","Final"
"26/12/2024 13:00 - 26/12/2024 14:00","SCA|DK2","109.64"," "," "," ","109.64"," "," "," "," ","51.80"," ","Deficit","Final"
"26/12/2024 14:00 - 26/12/2024 15:00","SCA|DK2","157.05"," "," "," ","157.05"," "," "," "," ","74.80"," ","Deficit","Final"
"26/12/2024 15:00 - 26/12/2024 16:00","SCA|DK2","129.64"," "," "," ","129.64"," "," "," "," ","108.70"," ","Deficit","Final"
"26/12/2024 16:00 - 26/12/2024 17:00","SCA|DK2","137.90"," "," "," ","137.90"," "," "," "," ","82.50"," ","Deficit","Final"
"26/12/2024 17:00 - 26/12/2024 18:00","SCA|DK2","138.05"," "," "," ","138.05"," "," "," "," ","45.20"," ","Deficit","Final"
"26/12/2024 18:00 - 26/12/2024 19:00","SCA|DK2","135.71"," "," "," ","135.71"," "," "," "," ","20.50"," ","Deficit","Final"
"26/12/2024 19:00 - 26/12/2024 20:00","SCA|DK2","129.13"," "," "," ","129.13"," "," "," "," ","7.90"," ","Surplus","Final"
"26/12/2024 20:00 - 26/12/2024 21:00","SCA|DK2","120.85"," "," "," ","120.85"," "," "," "," ","38.20"," ","Deficit","Final"
"26/12/2024 21:00 - 26/12/2024 22:00","SCA|DK2","151.30"," "," "," ","151.30"," "," "," "," ","36.60"," ","Surplus","Final"
"26/12/2024 22:00 - 26/12/2024 23:00","SCA|DK2","147.48"," "," "," ","147.48"," "," "," "," ","96.50"," ","Deficit","Final"
"26/12/2024 23:00 - 27/12/2024 00:00","SCA|DK2","160.20"," "," "," ","160.20"," "," "," "," ","5.80"," ","Deficit","Final"
"27/12/2024 00:00 - 27/12/2024 01:00","SCA|DK2","101.52"," "," "," ","101.52"," "," "," "," ","51.20"," ","Deficit","Final"
"27/12/2024 01:00 - 27/12/2024 02:00","SCA|DK2","101.03"," "," "," ","101.03"," "," "," "," ","75.70"," ","Deficit","Final"
"27/12/2024 02:00 - 27/12/2024 03:00","SCA|DK2","99.74"," "," "," ","99.74"," "," "," "," ","82.40"," ","Deficit","Final"
"27/12/2024 03:00 - 27/12/2024 04:00","SCA|DK2","99.58"," "," "," ","99.58"," "," "," "," ","95.30"," ","Deficit","Final"
"27/12/2024 04:00 - 27/12/2024 05:00","SCA|DK2","106.20"," "," "," ","106.20"," "," "," "," ","147.80"," ","Deficit","Final"
"27/12/2024 05:00 - 27/12/2024 06:00","SCA|DK2","115.70"," "," "," ","115.70"," "," "," "," ","122.00"," ","Deficit","Final"
"27/12/2024 06:00 - 27/12/2024 07:00","SCA|DK2","124.29"," "," "," ","124.29"," "," "," "," ","141.30"," ","Deficit","Final"
"27/12/2024 07:00 - 27/12/2024 08:00","SCA|DK2","51.89"," "," "," ","51.89"," "," "," "," ","72.70"," ","Deficit","Final"
"27/12/2024 08:00 - 27/12/2024 09:00","SCA|DK2","67.47"," "," "," ","67.47"," "," "," "," ","48.50"," ","Deficit","Final"
"27/12/2024 09:00 - 27/12/2024 10:00","SCA|DK2","120.10"," "," "," ","120.10"," "," "," "," ","41.30"," ","Deficit","Final"
"27/12/2024 10:00 - 27/12/2024 11:00","SCA|DK2","107.94"," "," "," ","107.94"," "," "," "," ","74.70"," ","Deficit","Final"
"27/12/2024 11:00 - 27/12/2024 12:00","SCA|DK2","107.81"," "," "," ","107.81"," "," "," "," ","244.70"," ","Deficit","Final"
"27/12/2024 12:00 - 27/12/2024 13:00","SCA|DK2","107.94"," "," "," ","107.94"," "," "," "," ","153.90"," ","Deficit","Final"
"27/12/2024 13:00 - 27/12/2024 14:00","SCA|DK2","121.65"," "," "," ","121.65"," "," "," "," ","245.70"," ","Deficit","Final"
"27/12/2024 14:00 - 27/12/2024 15:00","SCA|DK2","136.46"," "," "," ","136.46"," "," "," "," ","180.10"," ","Deficit","Final"
"27/12/2024 15:00 - 27/12/2024 16:00","SCA|DK2","146.25"," "," "," ","146.25"," "," "," "," ","128.70"," ","Deficit","Final"
"27/12/2024 16:00 - 27/12/2024 17:00","SCA|DK2","151.80"," "," "," ","151.80"," "," "," "," ","81.80"," ","Deficit","Final"
"27/12/2024 17:00 - 27/12/2024 18:00","SCA|DK2","158.40"," "," "," ","158.40"," "," "," "," ","68.50"," ","Surplus","Final"
"27/12/2024 18:00 - 27/12/2024 19:00","SCA|DK2","146.43"," "," "," ","146.43"," "," "," "," ","30.70"," ","Surplus","Final"
"27/12/2024 19:00 - 27/12/2024 20:00","SCA|DK2","133.14"," "," "," ","133.14"," "," "," "," ","28.00"," ","Surplus","Final"
"27/12/2024 20:00 - 27/12/2024 21:00","SCA|DK2","402.00"," "," "," ","402.00"," "," "," "," ","26.90"," ","Deficit","Final"
"27/12/2024 21:00 - 27/12/2024 22:00","SCA|DK2","126.76"," "," "," ","126.76"," "," "," "," ","69.30"," ","Deficit","Final"
"27/12/2024 22:00 - 27/12/2024 23:00","SCA|DK2","160.74"," "," "," ","160.74"," "," "," "," ","131.80"," ","Deficit","Final"
"27/12/2024 23:00 - 28/12/2024 00:00","SCA|DK2","126.40"," "," "," ","126.40"," "," "," "," ","357.40"," ","Deficit","Final"
"28/12/2024 00:00 - 28/12/2024 01:00","SCA|DK2","116.63"," "," "," ","116.63"," "," "," "," ","152.20"," ","Deficit","Final"
"28/12/2024 01:00 - 28/12/2024 02:00","SCA|DK2","110.15"," "," "," ","110.15"," "," "," "," ","146.80"," ","Deficit","Final"
"28/12/2024 02:00 - 28/12/2024 03:00","SCA|DK2","105.92"," "," "," ","105.92"," "," "," "," ","108.00"," ","Deficit","Final"
"28/12/2024 03:00 - 28/12/2024 04:00","SCA|DK2","187.10"," "," "," ","187.10"," "," "," "," ","70.50"," ","Deficit","Final"
"28/12/2024 04:00 - 28/12/2024 05:00","SCA|DK2","105.58"," "," "," ","105.58"," "," "," "," ","166.00"," ","Deficit","Final"
"28/12/2024 05:00 - 28/12/2024 06:00","SCA|DK2","109.71"," "," "," ","109.71"," "," "," "," ","206.90"," ","Deficit","Final"
"28/12/2024 06:00 - 28/12/2024 07:00","SCA|DK2","124.24"," "," "," ","124.24"," "," "," "," ","75.60"," ","Deficit","Final"
"28/12/2024 07:00 - 28/12/2024 08:00","SCA|DK2","128.00"," "," "," ","128.00"," "," "," "," ","80.00"," ","Deficit","Final"
"28/12/2024 08:00 - 28/12/2024 09:00","SCA|DK2","128.30"," "," "," ","128.30"," "," "," "," ","63.20"," ","Surplus","Final"
"28/12/2024 09:00 - 28/12/2024 10:00","SCA|DK2","122.83"," "," "," ","122.83"," "," "," "," ","32.20"," ","Deficit","Final"
"28/12/2024 10:00 - 28/12/2024 11:00","SCA|DK2","113.40"," "," "," ","113.40"," "," "," "," ","72.60"," ","Deficit","Final"
"28/12/2024 11:00 - 28/12/2024 12:00","SCA|DK2","108.97"," "," "," ","108.97"," "," "," "," ","86.40"," ","Deficit","Final"
"28/12/2024 12:00 - 28/12/2024 13:00","SCA|DK2","110.01"," "," "," ","110.01"," "," "," "," ","84.10"," ","Deficit","Final"
"28/12/2024 13:00 - 28/12/2024 14:00","SCA|DK2","117.83"," "," "," ","117.83"," "," "," "," ","86.20"," ","Deficit","Final"
"28/12/2024 14:00 - 28/12/2024 15:00","SCA|DK2","134.80"," "," "," ","134.80"," "," "," "," ","6.70"," ","Deficit","Final"
"28/12/2024 15:00 - 28/12/2024 16:00","SCA|DK2","139.32"," "," "," ","139.32"," "," "," "," ","29.30"," ","Deficit","Final"
"28/12/2024 16:00 - 28/12/2024 17:00","SCA|DK2","150.77"," "," "," ","150.77"," "," "," "," ","50.60"," ","Deficit","Final"
"28/12/2024 17:00 - 28/12/2024 18:00","SCA|DK2","147.51"," "," "," ","147.51"," "," "," "," ","47.90"," ","Deficit","Final"
"28/12/2024 18:00 - 28/12/2024 19:00","SCA|DK2","140.48"," "," "," ","140.48"," "," "," "," ","168.40"," ","Deficit","Final"
"28/12/2024 19:00 - 28/12/2024 20:00","SCA|DK2","129.26"," "," "," ","129.26"," "," "," "," ","119.50"," ","Deficit","Final"
"28/12/2024 20:00 - 28/12/2024 21:00","SCA|DK2","125.90"," "," "," ","125.90"," "," "," "," ","181.20"," ","Deficit","Final"
"28/12/2024 21:00 - 28/12/2024 22:00","SCA|DK2","121.25"," "," "," ","121.25"," "," "," "," ","195.70"," ","Deficit","Final"
"28/12/2024 22:00 - 28/12/2024 23:00","SCA|DK2","114.93"," "," "," ","114.93"," "," "," "," ","63.20"," ","Deficit","Final"
"28/12/2024 23:00 - 29/12/2024 00:00","SCA|DK2","127.39"," "," "," ","127.39"," "," "," "," ","267.60"," ","Deficit","Final"
"29/12/2024 00:00 - 29/12/2024 01:00","SCA|DK2","114.09"," "," "," ","114.09"," "," "," "," ","290.70"," ","Deficit","Final"
"29/12/2024 01:00 - 29/12/2024 02:00","SCA|DK2","107.71"," "," "," ","107.71"," "," "," "," ","201.00"," ","Deficit","Final"
"29/12/2024 02:00 - 29/12/2024 03:00","SCA|DK2","101.70"," "," "," ","101.70"," "," "," "," ","100.00"," ","Deficit","Final"
"29/12/2024 03:00 - 29/12/2024 04:00","SCA|DK2","21.44"," "," "," ","21.44"," "," "," "," ","53.00"," ","Deficit","Final"
"29/12/2024 04:00 - 29/12/2024 05:00","SCA|DK2","200.44"," "," "," ","200.44"," "," "," "," ","67.60"," ","Deficit","Final"
"29/12/2024 05:00 - 29/12/2024 06:00","SCA|DK2","172.91"," "," "," ","172.91"," "," "," "," ","158.20"," ","Deficit","Final"
"29/12/2024 06:00 - 29/12/2024 07:00","SCA|DK2","25.47"," "," "," ","25.47"," "," "," "," ","154.70"," ","Deficit","Final"
"29/12/2024 07:00 - 29/12/2024 08:00","SCA|DK2","21.50"," "," "," ","21.50"," "," "," "," ","133.80"," ","Deficit","Final"
"29/12/2024 08:00 - 29/12/2024 09:00","SCA|DK2","40.86"," "," "," ","40.86"," "," "," "," ","13.10"," ","Surplus","Final"
"29/12/2024 09:00 - 29/12/2024 10:00","SCA|DK2","23.00"," "," "," ","23.00"," "," "," "," ","13.80"," ","Surplus","Final"
"29/12/2024 10:00 - 29/12/2024 11:00","SCA|DK2","24.03"," "," "," ","24.03"," "," "," "," ","132.40"," ","Deficit","Final"
"29/12/2024 11:00 - 29/12/2024 12:00","SCA|DK2","29.22"," "," "," ","29.22"," "," "," "," ","97.40"," ","Deficit","Final"
"29/12/2024 12:00 - 29/12/2024 13:00","SCA|DK2","28.36"," "," "," ","28.36"," "," "," "," ","104.10"," ","Deficit","Final"
"29/12/2024 13:00 - 29/12/2024 14:00","SCA|DK2","28.50"," "," "," ","28.50"," "," "," "," ","96.00"," ","Deficit","Final"
"29/12/2024 14:00 - 29/12/2024 15:00","SCA|DK2","29.00"," "," "," ","29.00"," "," "," "," ","61.90"," ","Deficit","Final"
"29/12/2024 15:00 - 29/12/2024 16:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","52.50"," ","Deficit","Final"
"29/12/2024 16:00 - 29/12/2024 17:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","154.20"," ","Deficit","Final"
"29/12/2024 17:00 - 29/12/2024 18:00","SCA|DK2","29.00"," "," "," ","29.00"," "," "," "," ","18.00"," ","Deficit","Final"
"29/12/2024 18:00 - 29/12/2024 19:00","SCA|DK2","-5.00"," "," "," ","-5.00"," "," "," "," ","360.40"," ","Deficit","Final"
"29/12/2024 19:00 - 29/12/2024 20:00","SCA|DK2","-6.53"," "," "," ","-6.53"," "," "," "," ","240.20"," ","Deficit","Final"
"29/12/2024 20:00 - 29/12/2024 21:00","SCA|DK2","-6.53"," "," "," ","-6.53"," "," "," "," ","347.00"," ","Deficit","Final"
"29/12/2024 21:00 - 29/12/2024 22:00","SCA|DK2","-6.03"," "," "," ","-6.03"," "," "," "," ","153.90"," ","Deficit","Final"
"29/12/2024 22:00 - 29/12/2024 23:00","SCA|DK2","-4.00"," "," "," ","-4.00"," "," "," "," ","180.00"," ","Deficit","Final"
"29/12/2024 23:00 - 30/12/2024 00:00","SCA|DK2","5.00"," "," "," ","5.00"," "," "," "," ","89.80"," ","Deficit","Final"
"30/12/2024 00:00 - 30/12/2024 01:00","SCA|DK2","29.00"," "," "," ","29.00"," "," "," "," ","136.60"," ","Deficit","Final"
"30/12/2024 01:00 - 30/12/2024 02:00","SCA|DK2","3.59"," "," "," ","3.59"," "," "," "," ","178.90"," ","Deficit","Final"
"30/12/2024 02:00 - 30/12/2024 03:00","SCA|DK2","6.50"," "," "," ","6.50"," "," "," "," ","162.30"," ","Deficit","Final"
"30/12/2024 03:00 - 30/12/2024 04:00","SCA|DK2","3.59"," "," "," ","3.59"," "," "," "," ","214.60"," ","Deficit","Final"
"30/12/2024 04:00 - 30/12/2024 05:00","SCA|DK2","3.59"," "," "," ","3.59"," "," "," "," ","297.10"," ","Deficit","Final"
"30/12/2024 05:00 - 30/12/2024 06:00","SCA|DK2","13.72"," "," "," ","13.72"," "," "," "," ","611.50"," ","Deficit","Final"
"30/12/2024 06:00 - 30/12/2024 07:00","SCA|DK2","-0.39"," "," "," ","-0.39"," "," "," "," ","602.80"," ","Deficit","Final"
"30/12/2024 07:00 - 30/12/2024 08:00","SCA|DK2","24.13"," "," "," ","24.13"," "," "," "," ","191.50"," ","Deficit","Final"
"30/12/2024 08:00 - 30/12/2024 09:00","SCA|DK2","24.13"," "," "," ","24.13"," "," "," "," ","219.30"," ","Deficit","Final"
"30/12/2024 09:00 - 30/12/2024 10:00","SCA|DK2","38.43"," "," "," ","38.43"," "," "," "," ","137.40"," ","Deficit","Final"
"30/12/2024 10:00 - 30/12/2024 11:00","SCA|DK2","38.52"," "," "," ","38.52"," "," "," "," ","187.30"," ","Deficit","Final"
"30/12/2024 11:00 - 30/12/2024 12:00","SCA|DK2","36.44"," "," "," ","36.44"," "," "," "," ","156.40"," ","Deficit","Final"
"30/12/2024 12:00 - 30/12/2024 13:00","SCA|DK2","34.70"," "," "," ","34.70"," "," "," "," ","107.40"," ","Deficit","Final"
"30/12/2024 13:00 - 30/12/2024 14:00","SCA|DK2","36.33"," "," "," ","36.33"," "," "," "," ","23.70"," ","Surplus","Final"
"30/12/2024 14:00 - 30/12/2024 15:00","SCA|DK2","37.87"," "," "," ","37.87"," "," "," "," ","96.70"," ","Deficit","Final"
"30/12/2024 15:00 - 30/12/2024 16:00","SCA|DK2","39.97"," "," "," ","39.97"," "," "," "," ","131.10"," ","Deficit","Final"
"30/12/2024 16:00 - 30/12/2024 17:00","SCA|DK2","39.39"," "," "," ","39.39"," "," "," "," ","225.50"," ","Deficit","Final"
"30/12/2024 17:00 - 30/12/2024 18:00","SCA|DK2","37.06"," "," "," ","37.06"," "," "," "," ","7.50"," ","Surplus","Final"
"30/12/2024 18:00 - 30/12/2024 19:00","SCA|DK2","33.00"," "," "," ","33.00"," "," "," "," ","166.20"," ","Deficit","Final"
"30/12/2024 19:00 - 30/12/2024 20:00","SCA|DK2","35.00"," "," "," ","35.00"," "," "," "," ","68.90"," ","Surplus","Final"
"30/12/2024 20:00 - 30/12/2024 21:00","SCA|DK2","35.00"," "," "," ","35.00"," "," "," "," ","19.70"," ","Surplus","Final"
"30/12/2024 21:00 - 30/12/2024 22:00","SCA|DK2","33.50"," "," "," ","33.50"," "," "," "," ","98.30"," ","Surplus","Final"
"30/12/2024 22:00 - 30/12/2024 23:00","SCA|DK2","32.00"," "," "," ","32.00"," "," "," "," ","129.70"," ","Deficit","Final"
"30/12/2024 23:00 - 31/12/2024 00:00","SCA|DK2","32.00"," "," "," ","32.00"," "," "," "," ","64.30"," ","Deficit","Final"
"31/12/2024 00:00 - 31/12/2024 01:00","SCA|DK2","31.00"," "," "," ","31.00"," "," "," "," ","124.60"," ","Deficit","Final"
"31/12/2024 01:00 - 31/12/2024 02:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","171.70"," ","Deficit","Final"
"31/12/2024 02:00 - 31/12/2024 03:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","212.00"," ","Deficit","Final"
"31/12/2024 03:00 - 31/12/2024 04:00","SCA|DK2","30.00"," "," "," ","30.00"," "," "," "," ","212.00"," ","Deficit","Final"
"31/12/2024 04:00 - 31/12/2024 05:00","SCA|DK2","30.21"," "," "," ","30.21"," "," "," "," ","275.50"," ","Deficit","Final"
"31/12/2024 05:00 - 31/12/2024 06:00","SCA|DK2","40.00"," "," "," ","40.00"," "," "," "," ","310.20"," ","Deficit","Final"
"31/12/2024 06:00 - 31/12/2024 07:00","SCA|DK2","23.00"," "," "," ","23.00"," "," "," "," ","983.60"," ","Deficit","Final"
"31/12/2024 07:00 - 31/12/2024 08:00","SCA|DK2","23.00"," "," "," ","23.00"," "," "," "," ","999.60"," ","Deficit","Final"
"31/12/2024 08:00 - 31/12/2024 09:00","SCA|DK2","23.50"," "," "," ","23.50"," "," "," "," ","819.30"," ","Deficit","Final"
"31/12/2024 09:00 - 31/12/2024 10:00","SCA|DK2","25.00"," "," "," ","25.00"," "," "," "," ","658.80"," ","Deficit","Final"
"31/12/2024 10:00 - 31/12/2024 11:00","SCA|DK2","42.46"," "," "," ","42.46"," "," "," "," ","235.80"," ","Deficit","Final"
"31/12/2024 11:00 - 31/12/2024 12:00","SCA|DK2","38.45"," "," "," ","38.45"," "," "," "," ","1.90"," ","Deficit","Final"
"31/12/2024 12:00 - 31/12/2024 13:00","SCA|DK2","36.82"," "," "," ","36.82"," "," "," "," ","125.90"," ","Deficit","Final"
"31/12/2024 13:00 - 31/12/2024 14:00","SCA|DK2","39.00"," "," "," ","39.00"," "," "," "," ","67.90"," ","Deficit","Final"
